customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,daily_charges,total_services_count
4510-pyush,1,0,1,0,0,38,1,0,dsl,1,1,0,0,0,0,month-to-month,1,credit_card_automatic,57.15,2250.65,1.88,4
4512-zuiyl,1,0,0,0,0,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,70.0,153.05,2.3,2
4513-cxyix,0,0,1,1,0,71,1,1,fiber_optic,1,0,0,0,0,0,two_year,1,credit_card_automatic,80.7,5676.0,2.65,4
4514-gfcfi,1,0,1,0,0,16,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,84.75,1350.15,2.78,4
4518-fzbsx,0,1,0,1,1,42,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.25,854.9,0.67,1
4521-wfjai,0,1,0,0,0,56,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,25.95,1444.05,0.85,2
4521-yeehe,0,0,0,1,0,18,1,1,fiber_optic,0,0,0,1,1,0,month-to-month,1,electronic_check,88.85,1594.75,2.92,5
4522-akylr,0,0,1,0,0,13,1,0,dsl,0,1,1,0,0,0,month-to-month,1,electronic_check,54.8,731.3,1.8,4
4522-xrwwi,0,1,0,1,0,42,1,1,dsl,1,0,0,1,1,1,one_year,0,credit_card_automatic,80.45,3375.9,2.64,7
4523-wxcef,1,0,0,1,0,59,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,0,electronic_check,101.1,6039.9,3.32,6
4524-qcssm,0,1,0,0,0,26,0,0,dsl,1,1,0,0,0,1,month-to-month,1,bank_transfer_automatic,44.65,1156.55,1.47,4
4525-vzczg,0,1,0,0,1,54,1,0,fiber_optic,1,1,0,1,1,1,one_year,1,electronic_check,105.85,5826.65,3.48,7
4526-exkkn,0,1,0,0,0,40,1,1,no,0,0,0,0,0,0,two_year,1,mailed_check,24.6,973.95,0.81,2
4526-rmtll,0,1,0,1,1,8,1,1,dsl,1,1,0,1,0,1,two_year,1,credit_card_automatic,76.15,645.8,2.5,7
4526-zjjtm,0,0,1,1,0,25,1,0,fiber_optic,0,1,1,0,0,1,month-to-month,0,bank_transfer_automatic,88.4,2191.15,2.9,5
4529-ckbcl,1,0,0,0,0,2,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,80.2,146.05,2.63,3
4530-ndrku,0,0,0,1,1,42,1,0,no,0,0,0,0,0,0,one_year,1,electronic_check,19.05,761.85,0.63,1
4531-auznk,0,0,0,1,1,51,1,1,fiber_optic,1,0,0,1,1,0,one_year,1,mailed_check,95.15,5000.05,3.13,6
4534-wgcir,0,0,0,1,1,58,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,25.15,1509.9,0.83,2
4536-pleqy,0,1,0,1,0,12,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,credit_card_automatic,85.05,999.8,2.79,4
4537-cibhb,0,0,0,1,1,9,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.25,172.35,0.67,1
4537-dktal,0,0,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic_check,45.55,84.4,1.5,2
4538-wntmj,0,0,0,1,1,46,1,1,no,0,0,0,0,0,0,one_year,0,mailed_check,24.95,1165.9,0.82,2
4541-rmrlg,1,1,0,0,0,7,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic_check,19.25,112.3,0.63,1
4544-rxfmg,0,1,0,1,1,8,1,0,dsl,0,0,0,0,0,0,one_year,1,mailed_check,43.45,345.5,1.43,2
4546-fokwr,0,0,0,0,0,16,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,74.75,1129.35,2.46,3
4547-fzjwe,0,1,0,1,1,55,1,0,dsl,1,0,0,0,0,1,one_year,0,credit_card_automatic,59.45,3157.0,1.95,4
4547-kqrtm,1,0,0,0,0,10,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,bank_transfer_automatic,80.05,830.7,2.63,4
4547-lytdd,1,0,0,0,0,16,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic_check,72.65,1194.3,2.39,3
4548-sdbke,1,0,0,0,0,5,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,85.2,474.8,2.8,4
4549-zdqyy,0,0,0,0,0,52,1,0,dsl,1,0,1,1,0,0,one_year,0,credit_card_automatic,57.95,3042.25,1.9,5
4550-evxny,1,0,0,0,1,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.65,69.65,2.29,2
4550-vbofe,1,1,1,1,0,70,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,102.95,7101.5,3.38,7
4553-dvpzg,0,0,0,1,0,62,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,101.35,6164.7,3.33,6
4554-ygzih,1,1,1,1,0,49,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,0,credit_card_automatic,90.05,4547.25,2.96,5
4558-cgycz,0,1,0,0,0,4,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.75,78.3,0.65,1
4558-fantw,1,0,0,1,1,17,1,0,fiber_optic,1,0,0,1,1,0,month-to-month,0,electronic_check,91.85,1574.45,3.02,5
4559-uwiht,0,1,0,1,0,14,1,1,fiber_optic,0,1,1,0,0,0,month-to-month,1,electronic_check,82.65,1185.0,2.72,5
4560-wqaqw,0,0,0,0,0,59,1,1,dsl,1,0,0,1,0,1,one_year,0,bank_transfer_automatic,68.7,4070.95,2.26,6
4565-evzmj,0,0,0,0,0,47,1,0,dsl,1,1,0,1,0,0,one_year,1,mailed_check,58.9,2813.05,1.94,5
4565-nlzbv,0,0,0,1,0,71,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,24.65,1710.15,0.81,2
4566-goluk,1,1,0,1,1,47,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,bank_transfer_automatic,107.35,5118.95,3.53,7
4566-necev,0,1,0,0,0,5,1,1,fiber_optic,0,1,1,0,0,1,month-to-month,0,electronic_check,96.55,500.1,3.17,6
4566-qvrrw,1,0,0,1,0,11,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,44.05,483.7,1.45,2
4567-akpia,0,0,0,1,1,41,1,1,fiber_optic,0,1,1,1,1,1,one_year,1,bank_transfer_automatic,109.1,4454.25,3.58,8
4568-knywr,0,1,0,0,0,52,1,0,dsl,1,1,0,0,1,0,two_year,1,credit_card_automatic,63.25,3342.45,2.08,5
4568-ttzrt,0,1,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.4,181.8,0.67,1
4570-qhxhl,0,0,0,0,0,9,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,43.75,405.7,1.44,2
4572-dvcgn,1,0,0,0,0,10,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,bank_transfer_automatic,80.25,846.0,2.64,3
4573-jknae,0,1,0,0,1,12,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,19.35,212.3,0.64,1
4576-csajh,1,1,0,0,0,22,1,0,dsl,0,1,0,1,0,0,one_year,1,credit_card_automatic,55.15,1193.05,1.81,4
4578-phjyz,0,1,0,1,1,52,1,0,dsl,0,1,1,1,1,0,one_year,1,electronic_check,68.75,3482.85,2.26,6
4580-tmhju,1,0,0,1,1,43,1,0,dsl,0,0,0,0,1,0,month-to-month,0,electronic_check,56.15,2499.3,1.84,3
4581-lnwum,0,0,0,0,0,13,0,0,dsl,0,0,1,0,1,1,month-to-month,0,electronic_check,49.15,649.4,1.61,4
4581-sspwd,1,0,0,0,0,3,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,75.8,246.3,2.49,3
4583-parnh,0,1,1,1,0,16,1,0,fiber_optic,0,0,1,1,0,1,month-to-month,1,electronic_check,91.55,1540.05,3.01,5
4584-lbnmk,0,1,1,1,0,45,1,1,no,0,0,0,0,0,0,one_year,0,credit_card_automatic,24.7,1174.35,0.81,2
4585-hetai,1,0,0,1,1,4,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,electronic_check,73.75,325.45,2.42,3
4587-nukox,1,0,0,0,0,3,1,0,fiber_optic,1,1,0,0,0,0,month-to-month,1,electronic_check,79.1,246.5,2.6,4
4587-vvtox,1,0,0,1,0,6,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,105.3,545.2,3.46,7
4588-ybnib,1,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,19.6,19.6,0.64,1
4589-iuajb,0,1,0,1,0,70,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,24.25,1724.15,0.8,2
4592-iwtji,1,0,0,1,1,3,0,0,dsl,1,0,0,0,0,0,month-to-month,0,credit_card_automatic,29.7,91.7,0.98,2
4597-elfts,1,1,0,0,0,56,1,1,no,0,0,0,0,0,0,one_year,0,electronic_check,24.9,1334.0,0.82,2
4597-nucqv,1,1,1,0,0,24,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic_check,101.25,2440.15,3.33,6
4598-xlknj,1,0,1,1,0,25,1,0,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,98.5,2514.5,3.24,6
4598-zadck,0,0,0,0,0,53,0,0,dsl,1,1,1,1,1,0,one_year,1,electronic_check,53.6,2879.2,1.76,6
4603-janfb,1,1,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.85,69.85,2.29,2
4607-chpca,1,1,0,1,1,25,1,0,fiber_optic,0,0,0,0,1,1,one_year,1,electronic_check,90.4,2178.6,2.97,4
4608-lcimn,0,1,0,1,1,8,1,0,dsl,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,44.65,369.15,1.47,2
4609-knnwg,0,0,0,1,1,27,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.9,550.1,0.65,1
4611-anlqc,0,0,0,1,0,60,0,0,dsl,1,1,1,0,0,1,one_year,0,electronic_check,50.05,2911.5,1.64,5
4612-ssvhj,0,0,1,0,0,20,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,81.45,1671.6,2.68,3
4612-thjbs,1,0,1,0,0,56,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,bank_transfer_automatic,104.75,5510.65,3.44,7
4614-nuvzd,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,81.1,81.1,2.66,3
4615-pivvu,0,0,0,0,0,42,1,0,dsl,0,0,1,1,0,1,two_year,0,credit_card_automatic,66.5,2762.75,2.18,5
4616-ewbnj,0,0,0,0,0,16,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,20.1,318.6,0.66,1
4616-ulaoa,0,0,0,1,1,65,1,1,fiber_optic,0,1,1,1,1,1,two_year,1,credit_card_automatic,110.8,7245.9,3.64,8
4619-evphy,0,0,1,1,0,20,1,0,fiber_optic,0,0,0,0,1,1,one_year,1,bank_transfer_automatic,91.0,1859.5,2.99,4
4622-ynkij,0,1,0,0,0,33,1,0,fiber_optic,1,0,0,1,1,0,two_year,1,electronic_check,88.95,3027.65,2.92,5
4623-zkhly,0,1,0,1,0,22,1,0,no,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,20.45,471.55,0.67,1
4625-ewptf,1,1,0,0,0,8,0,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic_check,30.45,226.45,1.0,2
4625-lamob,0,1,0,0,0,44,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,20.4,905.55,0.67,1
4625-xmoym,0,0,0,1,1,72,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,26.25,1988.05,0.86,2
4626-gyczp,1,1,0,0,0,7,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,93.85,635.6,3.08,5
4626-ozdtj,0,0,0,1,0,51,1,1,dsl,0,1,0,1,1,1,one_year,1,credit_card_automatic,78.65,3950.85,2.58,7
4627-mihjh,0,0,1,0,0,69,1,1,fiber_optic,1,0,1,1,1,1,two_year,0,credit_card_automatic,110.25,7467.55,3.62,8
4628-cttla,1,1,0,0,0,57,0,0,dsl,0,1,0,0,1,0,month-to-month,1,electronic_check,39.3,2111.45,1.29,3
4628-wqcqq,1,1,0,0,1,35,1,0,fiber_optic,0,0,1,0,1,0,one_year,1,electronic_check,85.15,3030.6,2.8,4
4629-nrxkx,1,0,0,1,1,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic_check,70.4,147.15,2.31,2
4631-oacrm,1,1,1,0,0,15,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,79.4,1156.1,2.61,3
4632-paoyu,0,1,0,1,1,22,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.95,433.5,0.66,1
4632-xjmex,0,1,0,0,1,53,1,0,dsl,1,1,0,1,0,0,one_year,0,credit_card_automatic,62.85,3419.5,2.06,5
4633-mkhyu,0,0,0,0,0,9,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,mailed_check,88.4,788.6,2.9,4
4634-jlrjt,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.35,20.35,0.67,1
4635-ejypd,0,1,0,1,1,32,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,18.95,613.95,0.62,1
4636-jgaai,0,1,0,1,0,34,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,0,mailed_check,88.85,3000.25,2.92,5
4636-olwoe,0,1,0,0,1,54,1,0,dsl,0,1,1,1,0,0,one_year,1,electronic_check,61.0,3283.05,2.0,5
4636-qrjky,1,0,0,1,1,6,1,1,fiber_optic,0,0,0,1,0,0,month-to-month,1,electronic_check,80.5,502.85,2.64,4
4636-tvxvg,0,1,0,1,1,62,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,19.95,1244.8,0.66,1
4640-uhdos,1,0,0,1,1,13,1,0,dsl,0,0,0,0,0,1,month-to-month,0,electronic_check,55.95,734.35,1.84,3
4641-frolu,0,0,0,1,1,30,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.3,602.9,0.63,1
4644-obgfz,0,1,0,1,1,55,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.5,1026.35,0.64,1
4644-pizrt,0,1,0,1,1,17,1,1,dsl,1,0,1,0,1,0,one_year,1,bank_transfer_automatic,70.35,1201.65,2.31,6
4646-qzxtf,0,0,0,1,0,7,1,0,dsl,1,0,1,1,1,1,month-to-month,0,bank_transfer_automatic,81.25,580.1,2.67,7
4647-muzon,0,0,0,1,0,18,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,credit_card_automatic,95.95,1745.5,3.15,5
4647-xxzam,0,0,0,1,1,6,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,45.5,285.2,1.49,2
4648-ypbtm,0,1,0,0,0,53,1,1,dsl,0,1,1,1,0,1,two_year,1,bank_transfer_automatic,73.9,3958.25,2.43,7
4652-nnhny,1,1,0,1,0,16,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,73.85,1284.2,2.43,3
4652-odevh,0,1,0,1,1,45,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,24.45,1088.25,0.8,2
4654-dlamq,0,0,1,1,0,64,1,0,fiber_optic,1,1,1,0,0,1,one_year,0,bank_transfer_automatic,97.0,6430.9,3.19,6
4654-gguii,0,0,0,0,0,18,0,0,dsl,1,1,0,1,0,0,one_year,1,mailed_check,40.2,711.95,1.32,4
4654-ulttn,0,1,0,1,0,70,1,1,dsl,1,0,1,1,0,1,two_year,1,credit_card_automatic,74.8,5315.8,2.46,7
4656-caurt,0,1,0,0,0,69,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,23.95,1713.1,0.79,2
4657-fwvfy,0,0,0,1,1,40,1,1,fiber_optic,0,1,1,0,1,0,month-to-month,1,credit_card_automatic,96.35,3915.4,3.17,6
4658-hcohw,1,0,0,1,1,21,1,0,fiber_optic,0,1,1,1,1,1,month-to-month,1,electronic_check,102.8,2110.15,3.38,7
4659-nzruf,1,0,0,0,0,19,1,1,fiber_optic,1,1,0,0,0,1,month-to-month,1,electronic_check,95.15,1789.25,3.13,6
4660-iribm,0,1,0,1,1,18,1,0,fiber_optic,1,0,1,0,1,0,month-to-month,1,mailed_check,87.9,1500.5,2.89,5
4661-njeux,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.05,20.05,0.66,1
4662-ekdpq,1,1,0,0,0,2,1,1,dsl,0,0,0,0,0,1,month-to-month,0,bank_transfer_automatic,62.05,118.3,2.04,4
4664-njcms,0,0,0,1,0,33,0,0,dsl,1,0,1,1,1,1,two_year,0,bank_transfer_automatic,59.55,2016.3,1.96,6
4667-ohgkg,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,19.3,19.3,0.63,1
4667-qonea,0,0,1,1,1,60,1,0,dsl,1,1,1,1,0,1,one_year,1,credit_card_automatic,74.85,4456.35,2.46,7
4670-tabxh,0,1,0,1,0,72,1,1,fiber_optic,0,1,1,1,1,1,two_year,1,credit_card_automatic,109.75,7758.9,3.61,8
4671-lxrdq,1,1,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,45.0,96.45,1.48,2
4671-vjlcl,0,0,0,0,0,63,1,1,dsl,1,1,1,1,1,0,two_year,1,credit_card_automatic,79.85,4861.45,2.62,8
4672-fotsd,0,1,0,0,0,12,1,1,dsl,1,1,0,1,0,0,month-to-month,1,electronic_check,67.25,832.3,2.21,6
4673-kksls,0,0,0,0,0,31,1,0,fiber_optic,1,0,1,1,0,0,month-to-month,0,electronic_check,87.6,2724.25,2.88,5
4674-hgnua,0,1,0,1,1,71,1,1,dsl,1,1,1,1,1,1,two_year,0,credit_card_automatic,89.9,6457.15,2.95,9
4676-mquea,0,1,1,1,0,50,1,1,fiber_optic,1,1,1,0,1,0,one_year,1,bank_transfer_automatic,101.9,5265.5,3.35,7
4676-wluht,0,1,0,0,0,54,0,0,dsl,1,1,0,0,0,1,two_year,0,bank_transfer_automatic,46.2,2431.95,1.52,4
4678-dvqeo,1,0,0,0,0,1,1,0,dsl,0,0,0,1,0,0,month-to-month,1,electronic_check,52.2,52.2,1.71,3
4680-kutaj,0,0,1,0,0,11,1,1,dsl,1,0,0,0,0,0,month-to-month,1,electronic_check,55.6,580.8,1.83,4
4682-blbuc,0,1,0,1,0,44,1,0,dsl,0,1,1,1,1,0,one_year,1,electronic_check,70.95,3250.45,2.33,6
4683-wydou,0,1,0,1,0,62,1,1,fiber_optic,0,0,1,1,1,1,two_year,1,bank_transfer_automatic,107.6,6912.7,3.54,7
4685-erghk,0,1,0,0,0,57,1,1,fiber_optic,0,0,0,0,1,0,one_year,1,electronic_check,86.9,4939.25,2.86,4
4685-tflls,0,1,0,1,1,18,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,19.8,342.3,0.65,1
4686-gefrm,0,1,0,1,0,70,1,1,fiber_optic,0,1,1,1,0,1,two_year,1,bank_transfer_automatic,98.7,6858.9,3.24,7
4686-uxdml,0,0,0,0,0,21,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,credit_card_automatic,99.85,1992.55,3.28,6
4690-llkua,1,1,1,0,0,17,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,45.05,770.6,1.48,2
4690-pkdqg,0,0,1,1,0,42,1,1,fiber_optic,0,1,1,0,1,0,month-to-month,1,electronic_check,95.55,3930.6,3.14,6
4692-nnqru,0,0,0,1,0,21,1,0,fiber_optic,0,0,1,1,0,0,one_year,0,electronic_check,79.2,1742.45,2.6,4
4693-vwvbo,0,0,0,0,0,3,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic_check,19.55,61.05,0.64,1
4694-phwfw,0,0,0,0,1,8,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.95,170.9,0.66,1
4695-vadhf,1,1,0,1,1,18,1,0,dsl,0,0,1,0,0,1,month-to-month,0,electronic_check,57.45,990.85,1.89,4
4695-wjzue,1,0,1,0,0,2,1,1,fiber_optic,0,0,1,0,0,1,month-to-month,1,electronic_check,88.55,179.25,2.91,5
4697-lupsu,0,1,0,1,1,2,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.2,34.75,0.66,1
4698-kvllg,0,0,1,0,0,51,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.6,967.9,0.64,1
4700-ubqmv,0,1,0,1,1,21,1,1,dsl,1,0,0,0,1,1,one_year,1,bank_transfer_automatic,75.9,1549.75,2.49,6
4701-ahwmw,1,1,0,1,0,55,0,0,dsl,0,0,1,1,1,1,month-to-month,1,bank_transfer_automatic,54.55,2978.3,1.79,5
4701-lkozd,0,0,0,0,0,70,1,1,dsl,1,1,1,1,1,1,two_year,0,credit_card_automatic,89.75,6367.2,2.95,9
4701-mljpn,1,1,0,0,0,31,1,0,dsl,0,0,1,1,0,0,month-to-month,1,electronic_check,55.25,1715.65,1.82,4
4702-hdrkd,0,1,0,0,0,67,0,0,dsl,1,0,1,1,1,0,one_year,1,bank_transfer_automatic,49.35,3321.35,1.62,5
4702-ioqdc,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,70.1,70.1,2.3,2
4703-mqykt,0,1,0,0,0,21,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.6,390.4,0.64,1
4704-eryfc,1,0,0,1,0,22,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.25,1554.0,2.28,2
4706-axvkm,1,0,1,0,0,11,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,credit_card_automatic,84.8,906.85,2.79,4
4706-dgahw,0,1,1,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic_check,45.2,45.2,1.49,2
4707-maxgu,0,1,0,1,0,72,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,25.85,1872.2,0.85,2
4707-ynoqa,0,0,0,1,1,34,1,1,no,0,0,0,0,0,0,one_year,1,credit_card_automatic,25.6,917.15,0.84,2
4709-lkhyg,0,0,0,1,1,29,1,0,no,0,0,0,0,0,0,one_year,0,electronic_check,20.0,540.05,0.66,1
4710-fduiz,1,1,0,1,0,56,1,1,fiber_optic,0,1,0,0,1,1,one_year,0,credit_card_automatic,100.3,5614.45,3.3,6
4710-nkcaw,0,1,0,1,1,5,1,1,dsl,1,1,0,1,0,0,month-to-month,0,credit_card_automatic,64.4,316.9,2.12,6
4712-auqzo,0,1,0,0,0,18,0,0,dsl,1,0,1,0,0,0,month-to-month,0,mailed_check,33.6,550.35,1.1,3
4712-uyooi,0,0,0,1,1,20,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic_check,20.0,417.65,0.66,1
4713-lzdrv,1,0,1,0,0,2,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,79.6,195.05,2.62,3
4713-zburt,0,1,0,0,1,45,1,1,fiber_optic,0,0,1,0,1,1,two_year,0,bank_transfer_automatic,99.7,4634.35,3.28,6
4716-hhkqh,0,1,1,1,0,20,1,1,fiber_optic,0,1,0,1,1,1,month-to-month,0,electronic_check,107.05,2172.05,3.52,7
4716-mrven,0,0,0,0,0,29,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.0,599.3,0.66,1
4717-ghadl,0,0,0,0,0,50,1,1,dsl,0,1,0,1,1,1,two_year,1,mailed_check,79.6,4024.2,2.62,7
4718-dhsmv,0,0,0,0,0,11,0,0,dsl,0,0,0,0,1,0,month-to-month,1,mailed_check,35.8,363.15,1.18,2
4718-wxbgi,0,1,0,1,1,72,1,1,dsl,1,1,1,1,1,1,two_year,1,credit_card_automatic,91.95,6614.9,3.02,9
4719-umsiy,0,1,0,0,1,6,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.65,100.9,0.65,1
4720-vstsi,1,0,0,0,0,44,1,1,fiber_optic,0,1,1,0,0,0,month-to-month,1,bank_transfer_automatic,84.8,3862.55,2.79,5
4723-begsg,0,1,0,1,0,72,1,1,dsl,1,0,1,1,1,1,two_year,0,credit_card_automatic,86.65,6094.25,2.85,8
4724-wxvwf,0,1,0,0,0,48,1,1,fiber_optic,1,0,0,1,0,1,month-to-month,1,electronic_check,95.4,4445.3,3.13,6
4726-dlwqn,0,1,1,0,0,50,1,1,dsl,1,1,0,0,1,0,month-to-month,1,bank_transfer_automatic,70.35,3454.6,2.31,6
4727-mcyzg,0,1,0,0,0,1,1,0,dsl,0,0,0,0,0,1,month-to-month,0,mailed_check,55.55,55.55,1.83,3
4729-xkasr,1,1,0,0,1,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic_check,24.75,24.75,0.81,1
4730-awnau,0,1,0,1,1,36,0,0,dsl,1,0,1,1,1,1,one_year,0,credit_card_automatic,60.7,2234.55,1.99,6
4732-rrjzc,0,1,0,1,1,7,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.25,144.35,0.67,1
4735-asgma,1,1,0,0,0,26,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,98.35,2515.3,3.23,6
4735-bjkou,0,0,0,0,0,40,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.15,804.85,0.66,1
4737-aqcpu,0,1,0,1,1,72,1,1,dsl,1,1,1,1,0,0,two_year,0,credit_card_automatic,72.1,5016.65,2.37,7
4737-hobax,0,1,0,1,0,63,1,1,dsl,0,0,1,1,1,1,two_year,0,credit_card_automatic,79.8,5034.05,2.62,7
4741-wwjqz,0,0,0,1,0,2,1,0,fiber_optic,1,0,0,1,0,0,month-to-month,1,electronic_check,80.15,194.55,2.63,4
4742-drora,0,1,0,1,1,60,1,1,fiber_optic,1,0,1,0,1,0,one_year,1,bank_transfer_automatic,95.4,5812.0,3.13,6
4742-txuex,0,0,0,1,1,47,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,19.3,890.5,0.63,1
4745-lsplo,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.5,20.5,0.67,1
4747-lcaql,0,1,0,0,0,25,1,0,dsl,1,1,0,1,1,1,month-to-month,1,mailed_check,79.0,1902.0,2.6,7
4749-ojkqu,0,0,0,0,0,4,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,75.65,302.35,2.49,3
4749-vfkvb,1,0,0,0,0,1,1,1,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,50.1,50.1,1.65,3
4750-ukwjk,0,0,1,1,0,37,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.6,727.8,0.64,1
4750-zrxiu,1,0,1,0,0,4,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,84.6,360.1,2.78,4
4751-erman,0,1,0,1,1,72,1,0,dsl,0,1,1,0,1,1,two_year,1,bank_transfer_automatic,75.4,5480.25,2.48,6
4753-padas,0,0,0,1,0,67,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,bank_transfer_automatic,105.7,6816.95,3.47,7
4759-pxtan,0,0,0,1,0,59,1,1,dsl,0,1,0,1,1,1,one_year,1,electronic_check,80.1,4693.2,2.63,7
4759-trplw,1,1,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic_check,70.4,70.4,2.31,2
